district,racetype,incumbent,incumbent_party,incumbent_retiring,hete_democrat,hete_republican,democrat_1,democrat_1_probability,democrat_2,democrat_2_probability,democrat_3,democrat_3_probability,democrat_4,democrat_4_probability,democrat_5,democrat_5_probability,democrat_6,democrat_6_probability,republican_1,republican_1_probability,republican_2,republican_2_probability,republican_3,republican_3_probability,republican_4,republican_4_probability,republican_5,republican_5_probability,republican_6,republican_6_probability,independent_1,independent_2,independent_3,independent_4
OK_004,house,Republican Tom Cole,R,,Democrat Mary Brannon,Republican Tom Cole,A Democratic Candidate,1,Democrat Mary Brannon,0,,,,,,,,,A Republican Candidate,0.2,Republican Tom Cole,0.8,,,,,,,,,,,,
OK_005,house,Republican Stephanie Bice,R,,Democrat Kendra Horn,Republican Stephanie Bice,A Democratic Candidate,0.5,Democrat Kendra Horn,0.5,,,,,,,,,A Republican Candidate,0.2,Republican Stephanie Bice,0.8,,,,,,,,,,,,
OR_001,house,Democrat Suzanne Bonamici,D,,Democrat Suzanne Bonamici,Republican Christopher Mann,A Democratic Candidate,0,Democrat Suzanne Bonamici,1,,,,,,,,,A Republican Candidate,0,Republican Christopher Mann,1,,,,,,,,,,,,
OR_002,house,Republican Cliff Bentz,R,,Democrat Joseph Yetter,Republican Cliff Bentz,A Democratic Candidate,0,Democrat Joseph Yetter,1,,,,,,,,,A Republican Candidate,0,Republican Cliff Bentz,1,,,,,,,,,,,,
OR_003,house,Democrat Earl Blumenauer,D,,Democrat Earl Blumenauer,Republican Joanna Harbour,A Democratic Candidate,0,Democrat Earl Blumenauer,1,,,,,,,,,A Republican Candidate,0,Republican Joanna Harbour,1,,,,,,,,,,,,
OR_004,house,Democrat Peter DeFazio,D,1,Democrat Val Hoyle,Republican Alek Skarlatos,A Democratic Candidate,0,Democrat Val Hoyle,1,,,,,,,,,A Republican Candidate,0,Republican Alek Skarlatos,1,,,,,,,,,,,,
OR_005,house,Democrat Kurt Schrader,D,,Democrat Kurt Schrader,Republican Lori Chavez-DeRemer,A Democratic Candidate,0.2,Democrat Kurt Schrader,0.4,Democrat Jamie McLeod-Skinner,0.4,,,,,,,A Republican Candidate,0.8,Republican Lori Chavez-DeRemer,0.1,Republican Jimmy Crumpacker,0.1,,,,,,,,,,
OR_006,house,,,,Democrat Andrea Salinas,Republican Amy Ryan Courser,A Democratic Candidate,0,Democrat Andrea Salinas,1,,,,,,,,,A Republican Candidate,0.3,Republican Amy Ryan Courser,0.4,Republican Ron Noble,0.2,Republican Nate Sandvig,0.1,,,,,,,,
PA_001,house,Republican Brian Fitzpatrick,R,,Democrat Ashley Ehasz,Republican Brian Fitzpatrick,A Democratic Candidate,0,Democrat Ashley Ehasz,1,,,,,,,,,A Republican Candidate,0,Republican Brian Fitzpatrick,1,,,,,,,,,,,,
PA_002,house,Democrat Brendan Boyle,D,,Democrat Brendan Boyle,Republican Aaron Bashir,A Democratic Candidate,0,Democrat Brendan Boyle,1,,,,,,,,,A Republican Candidate,0,Republican Aaron Bashir,1,,,,,,,,,,,,
PA_003,house,Democrat Dwight Evans,D,,Democrat Dwight Evans,Republican Michael Harvey,A Democratic Candidate,0,Democrat Dwight Evans,1,,,,,,,,,A Republican Candidate,1,Republican Michael Harvey,0,,,,,,,,,,,,
PA_004,house,Democrat Madeleine Dean,D,,Democrat Madeleine Dean,Republican Christian Nascimento,A Democratic Candidate,0,Democrat Madeleine Dean,1,,,,,,,,,A Republican Candidate,0,Republican Christian Nascimento,1,,,,,,,,,,,,
PA_005,house,Democrat Mary Scanlon,D,,Democrat Mary Scanlon,Republican David Galluch,A Democratic Candidate,0,Democrat Mary Scanlon,1,,,,,,,,,A Republican Candidate,0,Republican David Galluch,1,,,,,,,,,,,,
PA_006,house,Democrat Chrissy Houlahan,D,,Democrat Chrissy Houlahan,Republican Guy Ciarrocchi,A Democratic Candidate,0,Democrat Chrissy Houlahan,1,,,,,,,,,A Republican Candidate,0,Republican Guy Ciarrocchi,1,,,,,,,,,,,,
PA_007,house,Democrat Susan Wild,D,,Democrat Susan Wild,Republican Lisa Scheller,A Democratic Candidate,0,Democrat Susan Wild,1,,,,,,,,,A Republican Candidate,0,Republican Lisa Scheller,1,,,,,,,,,,,,
PA_008,house,Democrat Matt Cartwright,D,,Democrat Matt Cartwright,Republican Jim Bognet,A Democratic Candidate,0,Democrat Matt Cartwright,1,,,,,,,,,A Republican Candidate,0,Republican Jim Bognet,1,,,,,,,,,,,,
PA_009,house,Republican Daniel Meuser,R,,Democrat Anna Waldman,Republican Daniel Meuser,A Democratic Candidate,0,Democrat Anna Waldman,1,,,,,,,,,A Republican Candidate,0,Republican Daniel Meuser,1,,,,,,,,,,,,
PA_010,house,Republican Scott Perry,R,,Democrat Shamaine Daniels,Republican Scott Perry,A Democratic Candidate,0,Democrat Shamaine Daniels,1,,,,,,,,,A Republican Candidate,0,Republican Scott Perry,1,,,,,,,,,,,,
PA_011,house,Republican Lloyd Smucker,R,,Democrat Robert Hollister,Republican Lloyd Smucker,A Democratic Candidate,0,Democrat Robert Hollister,1,,,,,,,,,A Republican Candidate,0,Republican Lloyd Smucker,1,,,,,,,,,,,,
PA_012,house,Democrat Michael Doyle,D,1,Democrat Summer Lee,Republican Mike Doyle,A Democratic Candidate,0,Democrat Summer Lee,1,,,,,,,,,A Republican Candidate,1,Republican Mike Doyle,0,,,,,,,,,,,,
PA_013,house,Republican John Joyce,R,,Democrat Raymond Rowley,Republican John Joyce,A Democratic Candidate,1,Democrat Raymond Rowley,0,,,,,,,,,A Republican Candidate,0,Republican John Joyce,1,,,,,,,,,,,,
PA_014,house,Republican Guy Reschenthaler,R,,Democrat William Marx,Republican Guy Reschenthaler,A Democratic Candidate,1,Democrat William Marx,0,,,,,,,,,A Republican Candidate,0,Republican Guy Reschenthaler,1,,,,,,,,,,,,
PA_015,house,Republican Glenn Thompson,R,,Democrat Robert Williams,Republican Glenn Thompson,A Democratic Candidate,1,Democrat Robert Williams,0,,,,,,,,,A Republican Candidate,0,Republican Glenn Thompson,1,,,,,,,,,,,,
PA_016,house,Republican Mike Kelly,R,,Democrat Dan Pastore,Republican Mike Kelly,A Democratic Candidate,0,Democrat Dan Pastore,1,,,,,,,,,A Republican Candidate,0,Republican Mike Kelly,1,,,,,,,,,,,,
PA_017,house,Democrat Conor Lamb,D,1,Democrat Chris Deluzio,Republican Jeremy Shaffer,A Democratic Candidate,0,Democrat Chris Deluzio,1,,,,,,,,,A Republican Candidate,0,Republican Jeremy Shaffer,1,,,,,,,,,,,,
RI_001,house,Democrat David Cicilline,D,,Democrat David Cicilline,Republican Allen Waters,A Democratic Candidate,0.2,Democrat David Cicilline,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Allen Waters,0.2,,,,,,,,,,,,
RI_002,house,Democrat Jim Langevin,D,1,Democrat Seth Magaziner,Republican Allan Fung,A Democratic Candidate,0.2,Democrat Seth Magaziner,0.4,Democrat Ed Pacheco,0.2,Democrat Sarah Morgenthau,0.1,Democrat David Segal,0.1,,,A Republican Candidate,0.7,Republican Allan Fung,0.3,,,,,,,,,,,,
SC_001,house,Republican Nancy Mace,R,,Democrat Annie Andrews,Republican Nancy Mace,A Democratic Candidate,0.6,Democrat Annie Andrews,0.4,,,,,,,,,A Republican Candidate,0.2,Republican Nancy Mace,0.5,Republican Katie Arrington,0.3,,,,,,,,,,
SC_002,house,Republican Joe Wilson,R,,Democrat Juddson Larkins,Republican Joe Wilson,A Democratic Candidate,0.8,Democrat Juddson Larkins,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Joe Wilson,0.8,,,,,,,,,,,,
SC_003,house,Republican Jeff Duncan,R,,Democrat Hosea Cleveland,Republican Jeff Duncan,A Democratic Candidate,1,Democrat Hosea Cleveland,0,,,,,,,,,A Republican Candidate,0.2,Republican Jeff Duncan,0.8,,,,,,,,,,,,
SC_004,house,Republican William Timmons,R,,Democrat Justin Bennett,Republican William Timmons,A Democratic Candidate,0.8,Democrat Justin Bennett,0.2,,,,,,,,,A Republican Candidate,0.2,Republican William Timmons,0.8,,,,,,,,,,,,
SC_005,house,Republican Ralph Norman,R,,Democrat Kevin Eckert,Republican Ralph Norman,A Democratic Candidate,0.8,Democrat Kevin Eckert,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Ralph Norman,0.8,,,,,,,,,,,,
SC_006,house,Democrat Jim Clyburn,D,,Democrat Jim Clyburn,Republican John Chapman,A Democratic Candidate,0.2,Democrat Jim Clyburn,0.8,,,,,,,,,A Republican Candidate,0.8,Republican John Chapman,0.2,,,,,,,,,,,,
SC_007,house,Republican Tom Rice,R,,Democrat Ryan Norris,Republican Tom Rice,A Democratic Candidate,0.8,Democrat Ryan Norris,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Tom Rice,0.4,Republican Russell Fry,0.3,Republican Ken Richardson,0.05,Republican William Bailey,0.05,,,,,,
SD_001,house,Republican Dusty Johnson,R,,Democrat Ryan Ryder,Republican Dusty Johnson,A Democratic Candidate,1,Democrat Ryan Ryder,0,,,,,,,,,A Republican Candidate,0,Republican Dusty Johnson,1,,,,,,,,,,,,
TN_001,house,Republican Diana Harshbarger,R,,Democrat Cameron Parsons,Republican Diana Harshbarger,A Democratic Candidate,0.8,Democrat Cameron Parsons,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Diana Harshbarger,0.8,,,,,,,,,,,,
TN_002,house,Republican Tim Burchett,R,,Democrat Mark Harmon,Republican Tim Burchett,A Democratic Candidate,0.8,Democrat Mark Harmon,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Tim Burchett,0.8,,,,,,,,,,,,
TN_003,house,Republican Chuck Fleischmann,R,,Democrat Matt Adams,Republican Chuck Fleischmann,A Democratic Candidate,0.8,Democrat Matt Adams,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Chuck Fleischmann,0.8,,,,,,,,,,,,
TN_004,house,Republican Scott DesJarlais,R,,Democrat Christopher Hale,Republican Scott DesJarlais,A Democratic Candidate,1,Democrat Christopher Hale,0,,,,,,,,,A Republican Candidate,0.2,Republican Scott DesJarlais,0.8,,,,,,,,,,,,
TN_005,house,Democrat Jim Cooper,D,1,Democrat Heidi Campbell,Republican Beth Harwell,A Democratic Candidate,0.8,Democrat Heidi Campbell,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Beth Harwell,0.4,Republican Andy Ogles,0.2,Republican Kurt Winstead,0.2,,,,,,,,
TN_006,house,Republican John Rose,R,,Democrat Christopher Finley,Republican John Rose,A Democratic Candidate,1,Democrat Christopher Finley,0,,,,,,,,,A Republican Candidate,0.2,Republican John Rose,0.8,,,,,,,,,,,,
TN_007,house,Republican Mark Green,R,,Democrat Odessa Kelly,Republican Mark Green,A Democratic Candidate,0.8,Democrat Odessa Kelly,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Mark Green,0.8,,,,,,,,,,,,
TN_008,house,Republican David Kustoff,R,,Democrat Erika Pearson,Republican David Kustoff,A Democratic Candidate,1,Democrat Erika Pearson,0,,,,,,,,,A Republican Candidate,0.2,Republican David Kustoff,0.8,,,,,,,,,,,,
TN_009,house,Democrat Steve Cohen,D,,Democrat Steve Cohen,Republican Charles Dudley,A Democratic Candidate,0.2,Democrat Steve Cohen,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Charles Dudley,0.2,,,,,,,,,,,,
TX_001,house,Republican Louie Gohmert,R,1,Democrat JJ Jefferson,Republican Nathaniel Moran,A Democratic Candidate,0,Democrat JJ Jefferson,1,,,,,,,,,A Republican Candidate,0,Republican Nathaniel Moran,1,,,,,,,,,,,,
TX_002,house,Republican Dan Crenshaw,R,,Democrat Robin Fulford,Republican Dan Crenshaw,A Democratic Candidate,0,Democrat Robin Fulford,1,,,,,,,,,A Republican Candidate,0,Republican Dan Crenshaw,1,,,,,,,,,,,,
TX_003,house,Republican Van Taylor,R,,Democrat Sandeep Stivastava,Republican Keith Self,A Democratic Candidate,0,Democrat Sandeep Stivastava,1,,,,,,,,,A Republican Candidate,0,Republican Keith Self,1,,,,,,,,,,,,
TX_004,house,Republican Pat Fallon,R,,Democrat Iro Omere,Republican Pat Fallon,A Democratic Candidate,0,Democrat Iro Omere,1,,,,,,,,,A Republican Candidate,0,Republican Pat Fallon,1,,,,,,,,,,,,
TX_005,house,Republican Lance Gooden,R,,Democrat Tartisha Hill,Republican Lance Gooden,A Democratic Candidate,0,Democrat Tartisha Hill,1,,,,,,,,,A Republican Candidate,0,Republican Lance Gooden,1,,,,,,,,,,,,
TX_006,house,Republican Jake Ellzey,R,,Democrat Jana Sanchez,Republican Jake Ellzey,A Democratic Candidate,1,Democrat Jana Sanchez,0,,,,,,,,,A Republican Candidate,0,Republican Jake Ellzey,1,,,,,,,,,,,,
TX_007,house,Democrat Lizzie Fletcher,D,,Democrat Lizzie Fletcher,Republican Johnny Teague,A Democratic Candidate,0,Democrat Lizzie Fletcher,1,,,,,,,,,A Republican Candidate,0,Republican Johnny Teague,1,,,,,,,,,,,,
TX_008,house,,,,Democrat Laura Jones,Republican Morgan Luttrell,A Democratic Candidate,0,Democrat Laura Jones,1,,,,,,,,,A Republican Candidate,0,Republican Morgan Luttrell,1,,,,,,,,,,,,
TX_009,house,Democrat Al Green,D,,Democrat Al Green,Republican Jimmy Leon,A Democratic Candidate,0,Democrat Al Green,1,,,,,,,,,A Republican Candidate,0,Republican Jimmy Leon,1,,,,,,,,,,,,
TX_010,house,Republican Michael McCaul,R,,Democrat Linda Nuno,Republican Michael McCaul,A Democratic Candidate,0,Democrat Linda Nuno,1,,,,,,,,,A Republican Candidate,0,Republican Michael McCaul,1,,,,,,,,,,,,
TX_011,house,Republican August Pfluger,R,,Democrat Jon Hogg,Republican August Pfluger,A Democratic Candidate,1,Democrat Jon Hogg,0,,,,,,,,,A Republican Candidate,0,Republican August Pfluger,1,,,,,,,,,,,,
TX_012,house,Republican Kay Granger,R,,Democrat Trey Hunt,Republican Kay Granger,A Democratic Candidate,0,Democrat Trey Hunt,1,,,,,,,,,A Republican Candidate,0,Republican Kay Granger,1,,,,,,,,,,,,
TX_013,house,Republican Ronny Jackson,R,,Democrat Kathleen Brown,Republican Ronny Jackson,A Democratic Candidate,0,Democrat Kathleen Brown,1,,,,,,,,,A Republican Candidate,0,Republican Ronny Jackson,1,,,,,,,,,,,,
TX_014,house,Republican Randy Weber,R,,Democrat Mikal Williams,Republican Randy Weber,A Democratic Candidate,0,Democrat Mikal Williams,1,,,,,,,,,A Republican Candidate,0,Republican Randy Weber,1,,,,,,,,,,,,
TX_015,house,,,,Democrat Michelle Vallejo,Republican Monica De La Cruz-Hernandez,A Democratic Candidate,0,Democrat Michelle Vallejo,0.7,Democrat Ruben Ramirez,0.3,,,,,,,A Republican Candidate,0,Republican Monica De La Cruz-Hernandez,1,,,,,,,,,,,,
TX_016,house,Democrat Veronica Escobar,D,,Democrat Veronica Escobar,Republican Irenearmendariz Jackson,A Democratic Candidate,0,Democrat Veronica Escobar,1,,,,,,,,,A Republican Candidate,0,Republican Irenearmendariz Jackson,1,,,,,,,,,,,,
TX_017,house,Republican Pete Sessions,R,,Democrat Mary Jo Woods,Republican Pete Sessions,A Democratic Candidate,0,Democrat Mary Jo Woods,1,,,,,,,,,A Republican Candidate,0,Republican Pete Sessions,1,,,,,,,,,,,,
TX_018,house,Democrat Sheila Jackson Lee,D,,Democrat Sheila Jackson Lee,Republican Carmen Montiel,A Democratic Candidate,0,Democrat Sheila Jackson Lee,1,,,,,,,,,A Republican Candidate,0,Republican Carmen Montiel,1,,,,,,,,,,,,
TX_019,house,Republican Jodey Arrington,R,,Democrat Tom Watson,Republican Jodey Arrington,A Democratic Candidate,1,Democrat Tom Watson,0,,,,,,,,,A Republican Candidate,0,Republican Jodey Arrington,1,,,,,,,,,,,,
TX_020,house,Democrat Joaquin Castro,D,,Democrat Joaquin Castro,Republican Kyle Sinclair,A Democratic Candidate,0,Democrat Joaquin Castro,1,,,,,,,,,A Republican Candidate,0,Republican Kyle Sinclair,1,,,,,,,,,,,,
TX_021,house,Republican Chip Roy,R,,Democrat Claudia Zapata,Republican Chip Roy,A Democratic Candidate,0,Democrat Claudia Zapata,1,,,,,,,,,A Republican Candidate,0,Republican Chip Roy,1,,,,,,,,,,,,
TX_022,house,Republican Troy Nehls,R,,Democrat Jamie Jordan,Republican Troy Nehls,A Democratic Candidate,0,Democrat Jamie Jordan,1,,,,,,,,,A Republican Candidate,0,Republican Troy Nehls,1,,,,,,,,,,,,
TX_023,house,Republican Tony Gonzales,R,,Democrat John Lira,Republican Tony Gonzales,A Democratic Candidate,0,Democrat John Lira,1,,,,,,,,,A Republican Candidate,0,Republican Tony Gonzales,1,,,,,,,,,,,,
TX_024,house,Republican Beth Van Duyne,R,,Democrat Jan McDowell,Republican Beth Van Duyne,A Democratic Candidate,0,Democrat Jan McDowell,1,,,,,,,,,A Republican Candidate,0,Republican Beth Van Duyne,1,,,,,,,,,,,,
TX_025,house,Republican Roger Williams,R,,Democrat Julie Oliver,Republican Roger Williams,A Democratic Candidate,1,Democrat Julie Oliver,0,,,,,,,,,A Republican Candidate,0,Republican Roger Williams,1,,,,,,,,,,,,
TX_026,house,Republican Michael Burgess,R,,Democrat Carol Iannuzzi,Republican Michael Burgess,A Democratic Candidate,1,Democrat Carol Iannuzzi,0,,,,,,,,,A Republican Candidate,0,Republican Michael Burgess,1,,,,,,,,,,,,
TX_027,house,Republican Michael Cloud,R,,Democrat Maclovio Perez,Republican Michael Cloud,A Democratic Candidate,0,Democrat Maclovio Perez,1,,,,,,,,,A Republican Candidate,0,Republican Michael Cloud,1,,,,,,,,,,,,
TX_028,house,Democrat Henry Cuellar,D,,Democrat Henry Cuellar,Republican Cassy Garcia,A Democratic Candidate,0,Democrat Henry Cuellar,0.6,Democrat Jessica Cisneros,0.4,,,,,,,A Republican Candidate,0,Republican Cassy Garcia,1,,,,,,,,,,,,
TX_029,house,Democrat Sylvia Garcia,D,,Democrat Sylvia Garcia,Republican Robert Schafranek,A Democratic Candidate,0,Democrat Sylvia Garcia,1,,,,,,,,,A Republican Candidate,0,Republican Robert Schafranek,1,,,,,,,,,,,,
TX_030,house,Democrat Eddie Bernice Johnson,D,1,Democrat Jasmine Crockett,Republican James Rodgers,A Democratic Candidate,0,Democrat Jasmine Crockett,1,,,,,,,,,A Republican Candidate,0,Republican James Rodgers,1,,,,,,,,,,,,
TX_031,house,Republican John Carter,R,,Democrat Donna Imam,Republican John Carter,A Democratic Candidate,1,Democrat Donna Imam,0,,,,,,,,,A Republican Candidate,0,Republican John Carter,1,,,,,,,,,,,,
TX_032,house,Democrat Colin Allred,D,,Democrat Colin Allred,Republican Antonio Swad,A Democratic Candidate,0,Democrat Colin Allred,1,,,,,,,,,A Republican Candidate,0,Republican Antonio Swad,1,,,,,,,,,,,,
TX_033,house,Democrat Marc Veasey,D,,Democrat Marc Veasey,Republican Patrick Gillespie,A Democratic Candidate,0,Democrat Marc Veasey,1,,,,,,,,,A Republican Candidate,0,Republican Patrick Gillespie,1,,,,,,,,,,,,
TX_034,house,Democrat Vicente Gonzalez,D,,Democrat Vicente Gonzalez,Republican Mayra Flores,A Democratic Candidate,0,Democrat Vicente Gonzalez,1,,,,,,,,,A Republican Candidate,0,Republican Mayra Flores,1,,,,,,,,,,,,
TX_035,house,,,,Democrat Greg Casar,Republican Dan McQueen,A Democratic Candidate,0,Democrat Greg Casar,1,,,,,,,,,A Republican Candidate,0,Republican Dan McQueen,1,,,,,,,,,,,,
TX_036,house,Republican Brian Babin,R,,Democrat Jon Haire,Republican Brian Babin,A Democratic Candidate,0,Democrat Jon Haire,1,,,,,,,,,A Republican Candidate,0,Republican Brian Babin,1,,,,,,,,,,,,
TX_037,house,Democrat Lloyd Doggett,D,,Democrat Lloyd Doggett,Republican Jenny Garcia Sharon,A Democratic Candidate,0,Democrat Lloyd Doggett,1,,,,,,,,,A Republican Candidate,0,Republican Jenny Garcia Sharon,1,,0.2,,,,,,,,,,
TX_038,house,,,,Democrat Duncan Klussmann,Republican Wesley Hunt,A Democratic Candidate,0,Democrat Duncan Klussmann,1,,,,,,,,,A Republican Candidate,0,Republican Wesley Hunt,1,,,,,,,,,,,,
UT_001,house,Republican Blake Moore,R,,Democrat Darren Parry,Republican Blake Moore,A Democratic Candidate,1,Democrat Darren Parry,0,,,,,,,,,A Republican Candidate,0.2,Republican Blake Moore,0.7,Republican Tina Cannon,0.1,,,,,,,,,,
UT_002,house,Republican Chris Stewart,R,,Democrat Nicholas Mitchell,Republican Chris Stewart,A Democratic Candidate,0.8,Democrat Nicholas Mitchell,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Chris Stewart,0.8,,,,,,,,,,,,
UT_003,house,Republican John Curtis,R,,Democrat Devin Thorpe,Republican John Curtis,A Democratic Candidate,1,Democrat Devin Thorpe,0,,,,,,,,,A Republican Candidate,0.2,Republican John Curtis,0.8,,,,,,,,,,,,
UT_004,house,Republican Burgess Owens,R,,Democrat Ben McAdams,Republican Burgess Owens,A Democratic Candidate,0.5,Democrat Ben McAdams,0.5,,,,,,,,,A Republican Candidate,0.2,Republican Burgess Owens,0.8,,,,,,,,,,,,
VA_001,house,Republican Robert Wittman,R,,Democrat Stewart Navarre,Republican Robert Wittman,A Democratic Candidate,0.8,Democrat Stewart Navarre,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Robert Wittman,0.8,,,,,,,,,,,,
VA_002,house,Democrat Elaine Luria,D,,Democrat Elaine Luria,Republican Jen Kiggans,A Democratic Candidate,0.2,Democrat Elaine Luria,0.8,,,,,,,,,A Republican Candidate,0.3,Republican Jen Kiggans,0.5,Republican Jarome Bell,0.2,,,,,,,,,,
VA_003,house,Democrat Bobby Scott,D,,Democrat Bobby Scott,Republican Theodore Engquist,A Democratic Candidate,0.2,Democrat Bobby Scott,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Theodore Engquist,0.2,,,,,,,,,,,,
VA_004,house,Democrat A. McEachin,D,,Democrat A. McEachin,Republican Leon Benjamin,A Democratic Candidate,0.2,Democrat A. McEachin,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Leon Benjamin,0.2,,,,,,,,,,,,
VA_005,house,Republican Bob Good,R,,Democrat Lewis Combs,Republican Bob Good,A Democratic Candidate,0.6,Democrat Lewis Combs,0.2,Democrat Andy Parker,0.2,,,,,,,A Republican Candidate,0.2,Republican Bob Good,0.8,,,,,,,,,,,,
VA_006,house,Republican Ben Cline,R,,Democrat Jennifer Lewis,Republican Ben Cline,A Democratic Candidate,0.8,Democrat Jennifer Lewis,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Ben Cline,0.8,,,,,,,,,,,,
VA_007,house,Democrat Abigail Spanberger,D,,Democrat Abigail Spanberger,Republican Tina Ramirez,A Democratic Candidate,0.2,Democrat Abigail Spanberger,0.8,,,,,,,,,A Republican Candidate,0.5,Republican Tina Ramirez,0.2,Republican Bryce Reeves,0.2,Republican Derrick Anderson,0.1,,,,,,,,
VA_008,house,Democrat Donald Beyer,D,,Democrat Donald Beyer,Republican Heerak Christian Kim,A Democratic Candidate,0.2,Democrat Donald Beyer,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Heerak Christian Kim,0.2,,,,,,,,,,,,
VA_009,house,Republican H. Griffith,R,,Democrat Cameron Dickerson,Republican H. Griffith,A Democratic Candidate,0.8,Democrat Cameron Dickerson,0.2,,,,,,,,,A Republican Candidate,0.2,Republican H. Griffith,0.8,,,,,,,,,,,,
VA_010,house,Democrat Jennifer Wexton,D,,Democrat Jennifer Wexton,Republican Jeanine Lawson,A Democratic Candidate,0.2,Democrat Jennifer Wexton,0.8,,,,,,,,,A Republican Candidate,0.6,Republican Jeanine Lawson,0.2,Republican Caleb Max,0.2,,,,,,,,,,
VA_011,house,Democrat Gerald Connolly,D,,Democrat Gerald Connolly,Republican Manga Anantatmula,A Democratic Candidate,0.2,Democrat Gerald Connolly,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Manga Anantatmula,0.2,,,,,,,,,,,,
VT_001,house,Democrat Peter Welch,D,1,Democrat Molly Gray,Republican Ericka Redic,A Democratic Candidate,0.2,Democrat Molly Gray,0.4,Democrat Kesha Ram Hinsdale,0.3,Democrat Becca Balint,0.1,,,,,A Republican Candidate,0.8,Republican Ericka Redic,0.2,,,,,,,,,,,,
WA_001,house,Democrat Suzan DelBene,D,,Democrat Suzan DelBene,Republican Vincent Cavaleri,A Democratic Candidate,0.2,Democrat Suzan DelBene,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Vincent Cavaleri,0.2,,,,,,,,,,,,
WA_002,house,Democrat Rick Larsen,D,,Democrat Rick Larsen,Republican Leif Johnson,A Democratic Candidate,0.2,Democrat Rick Larsen,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Leif Johnson,0.2,,,,,,,,,,,,
WA_003,house,Republican Jaime Herrera Beutler,R,,Democrat Brent Hennrich,Republican Jaime Herrera Beutler,A Democratic Candidate,0.8,Democrat Brent Hennrich,0.2,,,,,,,,,A Republican Candidate,0.15,Republican Jaime Herrera Beutler,0.45,Republican Heidi St. John,0.05,Republican Joe Kent,0.1,Republican Vicki Kraft,0.25,,,,,,
WA_004,house,Republican Dan Newhouse,R,,Democrat Doug White,Republican Dan Newhouse,A Democratic Candidate,0.8,Democrat Doug White,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Dan Newhouse,0.6,Republican Loren Culp,0.2,,,,,,,,,,
WA_005,house,Republican Cathy Rodgers,R,,Democrat Ann Danimus,Republican Cathy Rodgers,A Democratic Candidate,0.8,Democrat Ann Danimus,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Cathy Rodgers,0.8,,,,,,,,,,,,
WA_006,house,Democrat Derek Kilmer,D,,Democrat Derek Kilmer,Republican Elizabeth Kreiselmaier,A Democratic Candidate,0.2,Democrat Derek Kilmer,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Elizabeth Kreiselmaier,0.2,,,,,,,,,,,,
WA_007,house,Democrat Pramila Jayapal,D,,Democrat Pramila Jayapal,Republican Paul Glumaz,A Democratic Candidate,0.2,Democrat Pramila Jayapal,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Paul Glumaz,0.2,,,,,,,,,,,,
WA_008,house,Democrat Kim Schrier,D,,Democrat Kim Schrier,Republican Matt Larkin,A Democratic Candidate,0.2,Democrat Kim Schrier,0.8,,,,,,,,,A Republican Candidate,0.6,Republican Matt Larkin,0.2,Republican Jesse Jensen,0.2,,,,,,,,,,
WA_009,house,Democrat Adam Smith,D,,Democrat Adam Smith,Republican Douglas Basler,A Democratic Candidate,0.2,Democrat Adam Smith,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Douglas Basler,0.2,,,,,,,,,,,,
WA_010,house,Democrat Marilyn Strickland,D,,Democrat Marilyn Strickland,Republican Keith Swank,A Democratic Candidate,0.2,Democrat Marilyn Strickland,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Keith Swank,0.2,,,,,,,,,,,,
WI_001,house,Republican Bryan Steil,R,,Democrat Ann Roe,Republican Bryan Steil,A Democratic Candidate,0.8,Democrat Ann Roe,0.2,,,,,,,,,A Republican Candidate,0.2,Republican Bryan Steil,0.8,,,,,,,,,,,,
WI_002,house,Democrat Mark Pocan,D,,Democrat Mark Pocan,Republican Charity Barry,A Democratic Candidate,0.2,Democrat Mark Pocan,0.8,,,,,,,,,A Republican Candidate,0.8,Republican Charity Barry,0.2,,,,,,,,,,,,
